"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2021,2,"9E","Endeavor Air Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",106.00,7.00,3.12,0.49,1.51,0.00,1.88,7.00,0.00,688.00,216.00,52.00,75.00,0.00,345.00,
2021,2,"9E","Endeavor Air Inc.","ABY","Albany, GA: Southwest Georgia Regional",78.00,7.00,3.79,0.26,2.42,0.00,0.53,0.00,0.00,253.00,126.00,9.00,108.00,0.00,10.00,
2021,2,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",70.00,3.00,0.79,0.99,0.75,0.00,0.46,13.00,0.00,951.00,19.00,869.00,39.00,0.00,24.00,
2021,2,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",162.00,10.00,6.94,1.00,0.00,0.00,2.06,0.00,0.00,904.00,297.00,473.00,0.00,0.00,134.00,
2021,2,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",4985.00,395.00,111.57,27.40,128.85,0.47,126.71,156.00,1.00,31195.00,12840.00,3096.00,4454.00,8.00,10797.00,
2021,2,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",170.00,22.00,6.50,1.07,10.95,0.00,3.47,2.00,0.00,2292.00,332.00,726.00,340.00,0.00,894.00,
2021,2,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",126.00,7.00,4.09,0.00,1.00,0.00,1.91,0.00,0.00,348.00,107.00,0.00,163.00,0.00,78.00,
2021,2,"9E","Endeavor Air Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",84.00,10.00,4.05,1.21,3.97,0.00,0.77,2.00,1.00,1245.00,141.00,803.00,99.00,0.00,202.00,
2021,2,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",128.00,20.00,4.44,1.09,12.77,0.00,1.69,5.00,0.00,781.00,298.00,56.00,358.00,0.00,69.00,
2021,2,"9E","Endeavor Air Inc.","BGM","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",28.00,4.00,1.00,0.00,1.00,0.00,2.00,0.00,1.00,278.00,32.00,0.00,22.00,0.00,224.00,
2021,2,"9E","Endeavor Air Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",126.00,14.00,11.65,0.00,0.56,0.00,1.79,0.00,0.00,503.00,379.00,0.00,10.00,0.00,114.00,
2021,2,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",72.00,2.00,0.03,0.00,0.31,0.00,1.65,1.00,1.00,110.00,2.00,0.00,16.00,0.00,92.00,
2021,2,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",40.00,2.00,0.00,0.00,1.00,0.00,1.00,4.00,0.00,84.00,0.00,0.00,66.00,0.00,18.00,
2021,2,"9E","Endeavor Air Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",70.00,5.00,3.09,0.00,0.94,0.00,0.97,0.00,1.00,278.00,211.00,0.00,35.00,0.00,32.00,
2021,2,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",98.00,7.00,2.41,1.41,3.18,0.00,0.00,6.00,0.00,271.00,117.00,72.00,82.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",50.00,2.00,0.00,0.36,1.64,0.00,0.00,0.00,3.00,129.00,0.00,36.00,93.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",42.00,9.00,2.39,0.00,6.61,0.00,0.00,2.00,0.00,394.00,198.00,0.00,196.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",83.00,7.00,2.94,0.00,2.36,0.00,1.71,0.00,0.00,204.00,91.00,0.00,48.00,0.00,65.00,
2021,2,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",178.00,10.00,5.23,0.00,2.00,0.00,2.77,0.00,0.00,410.00,141.00,0.00,99.00,0.00,170.00,
2021,2,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",70.00,7.00,3.00,2.69,1.23,0.00,0.08,2.00,1.00,893.00,87.00,700.00,52.00,0.00,54.00,
2021,2,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",22.00,2.00,0.92,0.00,1.08,0.00,0.00,0.00,2.00,94.00,65.00,0.00,29.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",22.00,2.00,0.87,0.00,0.00,0.00,1.13,3.00,0.00,289.00,183.00,0.00,0.00,0.00,106.00,
2021,2,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",50.00,2.00,0.00,1.00,0.31,0.00,0.69,5.00,0.00,139.00,0.00,68.00,22.00,0.00,49.00,
2021,2,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",84.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,0.00,0.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",98.00,11.00,3.33,5.51,0.90,0.00,1.25,1.00,2.00,2572.00,235.00,2062.00,91.00,0.00,184.00,
2021,2,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",78.00,7.00,3.11,0.84,3.05,0.00,0.00,0.00,0.00,326.00,183.00,53.00,90.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",322.00,37.00,11.32,0.91,19.46,0.00,5.31,9.00,0.00,2153.00,600.00,699.00,535.00,0.00,319.00,
2021,2,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",70.00,8.00,1.00,2.86,3.07,0.00,1.08,0.00,0.00,2715.00,44.00,2297.00,243.00,0.00,131.00,
2021,2,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",164.00,11.00,3.36,0.79,4.21,0.00,2.64,2.00,0.00,450.00,164.00,67.00,140.00,0.00,79.00,
2021,2,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",14.00,3.00,1.00,0.73,0.27,0.00,1.00,1.00,0.00,197.00,32.00,19.00,7.00,0.00,139.00,
2021,2,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",22.00,6.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,267.00,0.00,0.00,267.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","DHN","Dothan, AL: Dothan Regional",78.00,9.00,4.79,2.00,1.21,0.00,1.00,0.00,0.00,1356.00,233.00,980.00,105.00,0.00,38.00,
2021,2,"9E","Endeavor Air Inc.","DLH","Duluth, MN: Duluth International",28.00,3.00,1.30,0.00,1.70,0.00,0.00,0.00,1.00,230.00,157.00,0.00,73.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",201.00,14.00,3.00,0.80,8.94,0.00,1.26,0.00,0.00,765.00,171.00,196.00,336.00,0.00,62.00,
2021,2,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",1960.00,212.00,40.76,8.65,98.04,0.00,64.55,57.00,3.00,17535.00,3291.00,1936.00,3362.00,0.00,8946.00,
2021,2,"9E","Endeavor Air Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",78.00,7.00,3.26,0.87,1.69,0.00,1.19,0.00,0.00,289.00,174.00,13.00,48.00,0.00,54.00,
2021,2,"9E","Endeavor Air Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",42.00,7.00,1.00,0.94,5.02,0.00,0.05,0.00,0.00,986.00,16.00,765.00,168.00,0.00,37.00,
2021,2,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",98.00,7.00,1.53,1.02,3.00,0.00,1.45,3.00,0.00,544.00,40.00,289.00,51.00,0.00,164.00,
2021,2,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",92.00,6.00,1.00,1.43,3.57,0.00,0.00,6.00,0.00,1052.00,80.00,819.00,153.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","FAR","Fargo, ND: Hector International",20.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,90.00,49.00,0.00,0.00,0.00,41.00,
2021,2,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",98.00,5.00,2.10,0.00,0.86,0.00,2.04,0.00,0.00,293.00,123.00,0.00,97.00,0.00,73.00,
2021,2,"9E","Endeavor Air Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20.00,5.00,1.92,0.00,3.08,0.00,0.00,0.00,0.00,198.00,135.00,0.00,63.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",70.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,105.00,76.00,0.00,0.00,0.00,29.00,
2021,2,"9E","Endeavor Air Inc.","GFK","Grand Forks, ND: Grand Forks International",28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",98.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,45.00,15.00,0.00,30.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",98.00,10.00,4.58,0.94,4.42,0.00,0.06,0.00,0.00,1500.00,562.00,627.00,274.00,0.00,37.00,
2021,2,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",186.00,12.00,4.22,1.37,6.28,0.00,0.14,1.00,1.00,517.00,212.00,72.00,218.00,0.00,15.00,
2021,2,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",100.00,8.00,2.86,0.43,2.47,0.00,2.24,0.00,0.00,294.00,87.00,15.00,47.00,0.00,145.00,
2021,2,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",56.00,6.00,3.85,1.00,0.02,1.00,0.13,3.00,0.00,255.00,115.00,88.00,1.00,48.00,3.00,
2021,2,"9E","Endeavor Air Inc.","GSP","Greer, SC: Greenville-Spartanburg International",76.00,4.00,1.82,0.91,0.27,0.00,1.00,0.00,0.00,284.00,76.00,128.00,22.00,0.00,58.00,
2021,2,"9E","Endeavor Air Inc.","GTR","Columbus, MS: Golden Triangle Regional",70.00,1.00,0.21,0.00,0.26,0.00,0.54,10.00,0.00,39.00,8.00,0.00,10.00,0.00,21.00,
2021,2,"9E","Endeavor Air Inc.","HOU","Houston, TX: William P Hobby",114.00,6.00,3.81,0.00,2.19,0.00,0.00,12.00,0.00,285.00,238.00,0.00,47.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",154.00,10.00,5.05,0.00,1.63,0.00,3.32,4.00,0.00,547.00,233.00,0.00,121.00,0.00,193.00,
2021,2,"9E","Endeavor Air Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",106.00,6.00,1.00,1.00,3.00,0.00,1.00,0.00,0.00,755.00,64.00,578.00,61.00,0.00,52.00,
2021,2,"9E","Endeavor Air Inc.","ILM","Wilmington, NC: Wilmington International",98.00,4.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,277.00,112.00,0.00,98.00,0.00,67.00,
2021,2,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",76.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","ITH","Ithaca/Cortland, NY: Ithaca Tompkins Regional",28.00,5.00,1.41,0.00,2.59,0.00,1.00,0.00,0.00,200.00,66.00,0.00,55.00,0.00,79.00,
2021,2,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",126.00,5.00,3.00,0.00,2.00,0.00,0.00,23.00,0.00,116.00,79.00,0.00,37.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",174.00,7.00,2.00,0.92,2.65,0.00,1.43,19.00,0.00,1540.00,221.00,988.00,84.00,0.00,247.00,
2021,2,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",84.00,9.00,3.75,2.03,1.28,0.00,1.94,2.00,0.00,1239.00,319.00,721.00,66.00,0.00,133.00,
2021,2,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",92.00,5.00,2.72,0.73,0.55,0.00,1.00,4.00,0.00,291.00,67.00,140.00,61.00,0.00,23.00,
2021,2,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",98.00,3.00,1.53,0.35,0.47,0.00,0.65,6.00,0.00,110.00,65.00,13.00,8.00,0.00,24.00,
2021,2,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",232.00,12.00,3.86,0.63,3.51,0.00,4.00,24.00,0.00,736.00,131.00,17.00,264.00,0.00,324.00,
2021,2,"9E","Endeavor Air Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",126.00,7.00,2.07,0.00,4.42,0.00,0.51,11.00,1.00,280.00,77.00,0.00,183.00,0.00,20.00,
2021,2,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",84.00,10.00,2.42,1.91,4.47,0.00,1.21,1.00,0.00,1171.00,170.00,728.00,184.00,0.00,89.00,
2021,2,"9E","Endeavor Air Inc.","MCO","Orlando, FL: Orlando International",28.00,3.00,0.32,0.00,2.01,0.00,0.67,0.00,0.00,152.00,17.00,0.00,115.00,0.00,20.00,
2021,2,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",126.00,15.00,6.55,2.00,4.56,0.00,1.88,8.00,0.00,906.00,284.00,344.00,153.00,0.00,125.00,
2021,2,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",50.00,4.00,1.08,0.00,2.79,0.00,0.13,10.00,0.00,1017.00,889.00,0.00,116.00,0.00,12.00,
2021,2,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",106.00,6.00,4.59,0.00,0.61,0.00,0.80,0.00,0.00,218.00,167.00,0.00,19.00,0.00,32.00,
2021,2,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",50.00,3.00,0.24,0.00,2.76,0.00,0.00,0.00,0.00,122.00,6.00,0.00,116.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","MLU","Monroe, LA: Monroe Regional",70.00,6.00,5.33,0.00,0.00,0.00,0.67,16.00,0.00,413.00,364.00,0.00,0.00,0.00,49.00,
2021,2,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",106.00,7.00,3.00,0.00,2.98,0.00,1.02,0.00,0.00,301.00,122.00,0.00,153.00,0.00,26.00,
2021,2,"9E","Endeavor Air Inc.","MOT","Minot, ND: Minot International",106.00,7.00,1.24,0.99,3.78,0.00,0.99,0.00,1.00,924.00,88.00,590.00,173.00,0.00,73.00,
2021,2,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",160.00,17.00,7.58,0.39,8.43,0.00,0.60,0.00,0.00,743.00,375.00,60.00,293.00,0.00,15.00,
2021,2,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",1287.00,124.00,33.73,4.34,52.71,1.00,32.23,13.00,0.00,9803.00,3564.00,1144.00,1788.00,35.00,3272.00,
2021,2,"9E","Endeavor Air Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",42.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,53.00,28.00,0.00,25.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",98.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1208.00,0.00,1205.00,0.00,0.00,3.00,
2021,2,"9E","Endeavor Air Inc.","OKC","Oklahoma City, OK: Will Rogers World",86.00,8.00,0.82,0.76,1.32,0.00,5.10,6.00,0.00,245.00,21.00,32.00,33.00,0.00,159.00,
2021,2,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",56.00,8.00,2.68,0.00,4.92,0.00,0.41,0.00,0.00,310.00,145.00,0.00,150.00,0.00,15.00,
2021,2,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",78.00,4.00,1.00,0.00,3.00,0.00,0.00,2.00,0.00,136.00,70.00,0.00,66.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",106.00,12.00,5.92,1.37,4.62,0.00,0.08,4.00,0.00,739.00,439.00,121.00,171.00,0.00,8.00,
2021,2,"9E","Endeavor Air Inc.","RAP","Rapid City, SD: Rapid City Regional",106.00,12.00,7.51,0.00,3.49,0.00,1.00,0.00,0.00,623.00,406.00,0.00,149.00,0.00,68.00,
2021,2,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",204.00,12.00,2.90,1.95,6.14,0.00,1.01,18.00,1.00,1951.00,176.00,1431.00,307.00,0.00,37.00,
2021,2,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",70.00,6.00,0.98,2.66,2.03,0.00,0.33,3.00,3.00,1356.00,46.00,1158.00,68.00,0.00,84.00,
2021,2,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",106.00,10.00,1.89,2.07,6.04,0.00,0.00,0.00,1.00,503.00,200.00,95.00,208.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",140.00,9.00,3.00,0.00,4.00,0.00,2.00,3.00,0.00,328.00,163.00,0.00,120.00,0.00,45.00,
2021,2,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",148.00,8.00,3.58,1.99,1.46,0.00,0.96,2.00,1.00,1844.00,126.00,1440.00,64.00,0.00,214.00,
2021,2,"9E","Endeavor Air Inc.","SCE","State College, PA: University Park",28.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,16.00,
2021,2,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",70.00,4.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,280.00,35.00,134.00,111.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",98.00,5.00,1.00,0.86,2.49,0.00,0.65,21.00,1.00,159.00,58.00,36.00,50.00,0.00,15.00,
2021,2,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",78.00,8.00,1.26,0.00,5.11,0.00,1.64,3.00,0.00,215.00,41.00,0.00,143.00,0.00,31.00,
2021,2,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",98.00,15.00,4.06,0.35,10.22,0.00,0.38,2.00,0.00,540.00,139.00,21.00,346.00,0.00,34.00,
2021,2,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",70.00,5.00,2.71,0.00,2.29,0.00,0.00,0.00,0.00,120.00,80.00,0.00,40.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",14.00,1.00,0.00,0.00,0.71,0.00,0.29,0.00,0.00,24.00,0.00,0.00,17.00,0.00,7.00,
2021,2,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",78.00,5.00,2.02,0.00,0.94,0.00,2.04,0.00,0.00,285.00,103.00,0.00,119.00,0.00,63.00,
2021,2,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",56.00,4.00,0.00,0.01,2.74,0.00,1.25,2.00,0.00,280.00,0.00,1.00,170.00,0.00,109.00,
2021,2,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",240.00,14.00,4.51,0.98,4.41,0.00,4.11,0.00,0.00,1401.00,209.00,892.00,150.00,0.00,150.00,
2021,2,"9E","Endeavor Air Inc.","VLD","Valdosta, GA: Valdosta Regional",78.00,8.00,1.82,4.13,2.05,0.00,0.00,0.00,1.00,2210.00,178.00,1928.00,104.00,0.00,0.00,
2021,2,"9E","Endeavor Air Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",132.00,9.00,5.13,0.00,3.05,0.00,0.82,0.00,0.00,470.00,230.00,0.00,172.00,0.00,68.00,
2021,2,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",92.00,5.00,1.93,0.00,2.00,0.00,1.07,1.00,0.00,222.00,139.00,0.00,55.00,0.00,28.00,
2021,2,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",320.00,43.00,25.16,2.88,9.01,0.00,5.94,23.00,0.00,2447.00,1375.00,356.00,394.00,0.00,322.00,
2021,2,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",361.00,32.00,19.05,0.60,8.03,0.00,4.33,52.00,1.00,2428.00,1937.00,9.00,209.00,0.00,273.00,
2021,2,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",96.00,8.00,4.80,0.32,0.74,0.00,2.14,6.00,0.00,287.00,153.00,13.00,30.00,0.00,91.00,
2021,2,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",240.00,16.00,7.05,4.29,2.52,0.00,2.14,34.00,0.00,1006.00,531.00,186.00,112.00,0.00,177.00,
2021,2,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",558.00,45.00,12.67,10.89,14.07,1.00,6.37,40.00,0.00,5593.00,1407.00,2691.00,458.00,15.00,1022.00,
2021,2,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",28.00,4.00,2.02,0.14,0.88,0.00,0.95,4.00,0.00,117.00,76.00,3.00,19.00,0.00,19.00,
2021,2,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",208.00,24.00,10.78,2.04,2.02,2.00,7.16,16.00,0.00,2065.00,979.00,424.00,135.00,39.00,488.00,
2021,2,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",83.00,30.00,7.70,3.54,17.02,1.00,0.74,6.00,0.00,1194.00,463.00,146.00,538.00,22.00,25.00,
2021,2,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",28.00,4.00,1.93,0.00,0.21,0.00,1.86,0.00,0.00,211.00,135.00,0.00,11.00,0.00,65.00,
2021,2,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",112.00,9.00,6.75,0.62,1.23,0.00,0.40,8.00,0.00,758.00,405.00,128.00,88.00,0.00,137.00,
2021,2,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",4619.00,529.00,177.84,40.62,203.99,6.24,100.31,122.00,8.00,42835.00,23442.00,5601.00,6697.00,218.00,6877.00,
2021,2,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",116.00,6.00,4.66,0.00,0.76,0.00,0.58,9.00,0.00,397.00,343.00,0.00,29.00,0.00,25.00,
2021,2,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",84.00,10.00,4.89,2.00,1.36,0.00,1.76,10.00,0.00,777.00,300.00,35.00,81.00,0.00,361.00,
2021,2,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",24.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,15.00,0.00,0.00,0.00,0.00,15.00,
2021,2,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",704.00,56.00,24.27,6.39,17.58,0.19,7.58,56.00,1.00,4600.00,3071.00,542.00,603.00,4.00,380.00,
2021,2,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",494.00,81.00,30.49,10.15,29.12,0.00,11.24,25.00,0.00,5117.00,2629.00,624.00,1214.00,0.00,650.00,
2021,2,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",6890.00,1036.00,195.90,60.82,591.92,3.39,183.97,859.00,30.00,77341.00,22253.00,5924.00,25404.00,158.00,23602.00,
2021,2,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",24.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00,
2021,2,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",165.00,17.00,5.45,3.96,4.11,0.00,3.48,14.00,1.00,2159.00,994.00,831.00,196.00,0.00,138.00,
2021,2,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",196.00,47.00,12.27,9.22,21.08,0.00,4.44,17.00,1.00,4150.00,745.00,1912.00,969.00,0.00,524.00,
2021,2,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",36.00,4.00,1.10,0.52,2.00,0.00,0.38,3.00,0.00,254.00,32.00,51.00,131.00,0.00,40.00,
2021,2,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",252.00,29.00,7.02,7.47,9.48,0.00,5.03,16.00,0.00,6789.00,346.00,4526.00,323.00,0.00,1594.00,
2021,2,"AA","American Airlines Inc.","EYW","Key West, FL: Key West International",105.00,29.00,10.32,2.38,14.08,0.00,2.22,9.00,0.00,1798.00,495.00,267.00,664.00,0.00,372.00,
2021,2,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",55.00,6.00,3.07,1.81,1.12,0.00,0.00,5.00,0.00,267.00,141.00,88.00,38.00,0.00,0.00,
2021,2,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",416.00,80.00,29.96,8.28,30.96,0.23,10.57,11.00,0.00,5072.00,1496.00,1615.00,1147.00,5.00,809.00,
2021,2,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",56.00,5.00,1.77,0.00,3.23,0.00,0.00,0.00,0.00,178.00,107.00,0.00,71.00,0.00,0.00,
2021,2,"AA","American Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",53.00,5.00,4.51,0.00,0.49,0.00,0.00,0.00,0.00,221.00,198.00,0.00,23.00,0.00,0.00,
2021,2,"AA","American Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",19.00,5.00,2.23,0.42,0.31,0.00,2.05,4.00,0.00,511.00,85.00,70.00,55.00,0.00,301.00,
